#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
gi|rev68712	384	asmbl_497	gi|86038166|gb|DR333921.1|DR333921,gi|86038171|gb|DR333926.1|DR333926,gi|86038174|gb|DR333929.1|DR333929,gi|86038179|gb|DR333934.1|DR333934,gi|86038182|gb|DR333937.1|DR333937,gi|86038187|gb|DR333942.1|DR333942,gi|86038193|gb|DR333948.1|DR333948,gi|86038199|gb|DR333954.1|DR333954,gi|86038202|gb|DR333957.1|DR333957,gi|86038207|gb|DR333962.1|DR333962,gi|86038215|gb|DR333970.1|DR333970,gi|86038223|gb|DR333978.1|DR333978,gi|86038237|gb|DR333992.1|DR333992,gi|86038240|gb|DR333995.1|DR333995,gi|8691883|gb|AV531600.1|AV531600,gi|19861679|gb|AV819734.1|AV819734,c493_g0_i1,c2050_g0_i1,c3034_g0_i1,c4072_g0_i1,c6247_g0_i1,c6250_g0_i1,c6255_g0_i1,c6258_g0_i1,c6263_g0_i1,c6266_g0_i1,c6269_g0_i1,c6275_g0_i1,c6278_g0_i1,c6283_g0_i1,c6294_g0_i1,c6302_g0_i1,c6305_g0_i1,c6310_g0_i1,c6316_g0_i1,c6324_g0_i1,gi|49276733|gb|BP625481.1|BP625481,gi|49279138|gb|BP627886.1|BP627886,gi|19798758|gb|AU230048.1|AU230048,gi|86038167|gb|DR333922.1|DR333922,gi|86038169|gb|DR333924.1|DR333924,gi|86038170|gb|DR333925.1|DR333925,gi|86038172|gb|DR333927.1|DR333927,gi|86038173|gb|DR333928.1|DR333928,gi|86038175|gb|DR333930.1|DR333930,gi|86038176|gb|DR333931.1|DR333931,gi|86038177|gb|DR333932.1|DR333932,gi|86038180|gb|DR333935.1|DR333935,gi|86038181|gb|DR333936.1|DR333936,gi|86038183|gb|DR333938.1|DR333938,gi|86038184|gb|DR333939.1|DR333939,gi|86038185|gb|DR333940.1|DR333940,gi|86038186|gb|DR333941.1|DR333941,gi|86038188|gb|DR333943.1|DR333943,gi|86038189|gb|DR333944.1|DR333944,gi|86038191|gb|DR333946.1|DR333946,gi|86038192|gb|DR333947.1|DR333947,gi|86038194|gb|DR333949.1|DR333949,gi|86038196|gb|DR333951.1|DR333951,gi|86038197|gb|DR333952.1|DR333952,gi|86038198|gb|DR333953.1|DR333953,gi|86038200|gb|DR333955.1|DR333955,gi|86038201|gb|DR333956.1|DR333956,gi|86038203|gb|DR333958.1|DR333958,gi|86038205|gb|DR333960.1|DR333960,gi|86038206|gb|DR333961.1|DR333961,gi|86038208|gb|DR333963.1|DR333963,gi|86038209|gb|DR333964.1|DR333964,gi|86038216|gb|DR333971.1|DR333971,gi|86038217|gb|DR333972.1|DR333972,gi|86038219|gb|DR333974.1|DR333974,gi|86038220|gb|DR333975.1|DR333975,gi|86038224|gb|DR333979.1|DR333979,gi|86038225|gb|DR333980.1|DR333980,gi|86038227|gb|DR333982.1|DR333982,gi|86038229|gb|DR333984.1|DR333984,gi|86038230|gb|DR333985.1|DR333985,gi|86038232|gb|DR333987.1|DR333987,gi|86038233|gb|DR333988.1|DR333988,gi|86038236|gb|DR333991.1|DR333991,gi|86038238|gb|DR333993.1|DR333993,gi|86038239|gb|DR333994.1|DR333994,gi|86038241|gb|DR333996.1|DR333996,gi|86038242|gb|DR333997.1|DR333997,gi|86038243|gb|DR333998.1|DR333998,gi|86038244|gb|DR333999.1|DR333999,gi|86038245|gb|DR334000.1|DR334000,gi|86038246|gb|DR334001.1|DR334001,gi|86038247|gb|DR334002.1|DR334002,gi|8691966|gb|AV531683.1|AV531683,gi|19861566|gb|AV819624.1|AV819624,gi|42467186|emb|BX821532.1|CNS0A84U,gi|45476542|gb|BT011766.1|,gi|46359824|gb|BT012386.1|,gi|49273408|gb|BP622226.1|BP622226,gi|49275645|gb|BP624393.1|BP624393,gi|49314341|gb|BP662871.1|BP662871,gi|49316201|gb|BP664731.1|BP664731,gi|58840822|gb|BP781643.1|BP781643,gi|59851181|gb|BP815094.1|BP815094,gi|59906403|gb|BP845430.1|BP845430,gi|59913413|gb|BP852440.1|BP852440,gi|59914872|gb|BP853899.1|BP853899,gi|59918777|gb|BP857804.1|BP857804,gi|19823408|gb|AV789425.1|AV789425,gi|19830435|gb|AV796452.1|AV796452,c6244_g0_i1,c6245_g0_i1,c6248_g0_i1,c6249_g0_i1,c6251_g0_i1,c6252_g0_i1,c6253_g0_i1,c6254_g0_i1,c6257_g0_i1,c6259_g0_i1,c6260_g0_i1,c6261_g0_i1,c6262_g0_i1,c6264_g0_i1,c6265_g0_i1,c6267_g0_i1,c6270_g0_i1,c6271_g0_i1,c6274_g0_i1,c6276_g0_i1,c6277_g0_i1,c6279_g0_i1,c6280_g0_i1,c6281_g0_i1,c6284_g0_i1,c6285_g0_i1,c6287_g0_i1,c6293_g0_i1,c6295_g0_i1,c6298_g0_i1,c6301_g0_i1,c6303_g0_i1,c6304_g0_i1,c6307_g0_i1,c6308_g0_i1,c6311_g0_i1,c6314_g0_i1,c6315_g0_i1,c6317_g0_i1,c6318_g0_i1,c6320_g0_i1,c6321_g0_i1,c6322_g0_i1,c6323_g0_i1,c6325_g0_i1,c6910_g0_i1,c6912_g0_i1,c687_g0_i1,c688_g0_i1,c1745_g0_i1,c2035_g0_i1,c2709_g0_i1,c2723_g0_i1,c2730_g0_i1,c2748_g0_i1,c3048_g0_i1,c333_g0_i1,c3757_g0_i1,c4083_g0_i1,c4119_g0_i1,c422_g0_i1,c3400_g0_i1,c3889_g0_i1,c4019_g0_i1,c5099_g0_i1,c5519_g0_i1,c6246_g0_i1,c6256_g0_i1,c6268_g0_i1,c6272_g0_i1,c6273_g0_i1,c6282_g0_i1,c6286_g0_i1,c6288_g0_i1,c6289_g0_i1,c6290_g0_i1,c6291_g0_i1,c6292_g0_i1,c6296_g0_i1,c6297_g0_i1,c6299_g0_i1,c6300_g0_i1,c6306_g0_i1,c6309_g0_i1,c6312_g0_i1,c6313_g0_i1,c6319_g0_i1,c6326_g0_i1,c6685_g0_i1,c903_g0_i1,gi|19877977|gb|AU238808.1|AU238808,gi|59883943|gb|BP830757.1|BP830757,gi|85903596|gb|DR224554.1|DR224554,gi|85938484|gb|DR259463.1|DR259463,gi|86038168|gb|DR333923.1|DR333923,gi|86038178|gb|DR333933.1|DR333933,gi|86038190|gb|DR333945.1|DR333945,gi|86038195|gb|DR333950.1|DR333950,gi|86038204|gb|DR333959.1|DR333959,gi|86038210|gb|DR333965.1|DR333965,gi|86038211|gb|DR333966.1|DR333966,gi|86038212|gb|DR333967.1|DR333967,gi|86038213|gb|DR333968.1|DR333968,gi|86038214|gb|DR333969.1|DR333969,gi|86038218|gb|DR333973.1|DR333973,gi|86038221|gb|DR333976.1|DR333976,gi|86038222|gb|DR333977.1|DR333977,gi|86038226|gb|DR333981.1|DR333981,gi|86038228|gb|DR333983.1|DR333983,gi|86038231|gb|DR333986.1|DR333986,gi|86038234|gb|DR333989.1|DR333989,gi|86038235|gb|DR333990.1|DR333990,gi|86038248|gb|DR334003.1|DR334003,gi|86079709|gb|DR375466.1|DR375466	orient(a-/s-) align: 78443(746)-79010(179)>CT....AC<79111(178)-79288(1)
gi|rev68712	385	asmbl_498	c2037_g0_i1,c2470_g0_i1,gi|19875854|gb|AU236685.1|AU236685,gi|38454085|gb|BT010680.1|,gi|45592905|gb|BT011783.1|,gi|49165042|gb|BP597574.1|BP597574,gi|49167850|gb|BP600382.1|BP600382,gi|19742293|gb|AU227646.1|AU227646,c871_g0_i1,c1530_g0_i1,c2497_g0_i1,c296_g0_i1,c1583_g0_i1,c1619_g0_i1,gi|40450674|gb|CD530662.1|CD530662,gi|40453379|gb|CD533367.1|CD533367	orient(a-/s?) align: 82260(760)-83019(1)
gi|rev68712	386	asmbl_499	gi|40454204|gb|CD534192.1|CD534192,gi|40454192|gb|CD534180.1|CD534180,gi|60547127|gb|AY922998.1|,c1629_g0_i1,c1630_g0_i1,c4212_g0_i1	orient(a-/s?) align: 83725(702)-84426(1)
gi|rev68712	387	asmbl_500	c2791_g0_i1,c2840_g0_i1,gi|32189284|gb|BT009647.1|,gi|49282456|gb|BP631204.1|BP631204,gi|51870429|gb|BT015621.1|,gi|59923680|gb|BP862707.1|BP862707,gi|19878496|gb|AU239327.1|AU239327,gi|28827703|gb|BT005163.1|,gi|42469365|emb|BX818887.1|CNS0AA2K,gi|42469570|emb|BX819820.1|CNS0AA71,gi|49283433|gb|BP632181.1|BP632181,gi|49289759|gb|BP638507.1|BP638507,gi|59857307|gb|BP821207.1|BP821207,c913_g0_i1,c1202_g0_i1,c1343_g0_i1,c1399_g0_i1,c1878_g0_i1,c1890_g0_i1,c2780_g0_i1,c3144_g0_i1,c3810_g0_i1,c4158_g0_i1,gi|26451963|dbj|AK118466.1|	orient(a+/s?) align: 85483(1)-86320(838)
gi|rev68713	388	asmbl_501	c1765_g0_i1,c2018_g0_i1,gi|42535428|gb|BX841345.1|BX841345,gi|8720113|gb|AV548700.1|AV548700,gi|42467572|emb|BX820480.1|CNS0A8KZ,gi|42467657|emb|BX821001.1|CNS0A8MK,gi|42468225|emb|BX820606.1|CNS0A8PJ,gi|42532234|gb|BX838151.1|BX838151,gi|19800121|gb|AU231411.1|AU231411,gi|63003823|gb|BT022029.1|,gi|7611723|gb|AV441337.1|AV441337,c7058_g0_i1,c1770_g0_i1,c1812_g0_i1,c1984_g0_i1,c353_g0_i1,c4330_g0_i1,c4245_g0_i1,c4338_g0_i1,gi|7612741|gb|AV442333.1|AV442333	orient(a+/s+) align: 1218(1)-2263(1046)>GT....AG<3015(1047)-3851(1883)
gi|rev68713	389	asmbl_502	gi|8720113|gb|AV548700.1|AV548700,gi|42528804|gb|BX834956.1|BX834956,gi|19800121|gb|AU231411.1|AU231411,gi|7611723|gb|AV441337.1|AV441337,c7058_g0_i1,c1942_g0_i1,c353_g0_i1,c4330_g0_i1	orient(a-/s?) align: 2743(1109)-3851(1)
gi|rev68713	390	asmbl_503	gi|86075897|gb|DR371654.1|DR371654,gi|8717970|gb|AV546556.1|AV546556,c1762_g0_i1,c7041_g0_i1,gi|42531294|gb|BX837211.1|BX837211,gi|59924164|gb|BP863191.1|BP863191,gi|21403013|gb|AY084303.1|,gi|30794071|gb|BT008670.1|,gi|42467362|emb|BX819731.1|CNS0A8J3,gi|42467487|emb|BX820130.1|CNS0A8EQ,gi|19797860|gb|AU229505.1|AU229505,c6634_g0_i1,c993_g0_i1,c1385_g0_i1,c1754_g0_i1,c1969_g0_i1,c318_g0_i1,c4162_g0_i1,c6221_g0_i1,c6222_g0_i1,c889_g0_i1,gi|19877504|gb|AU238335.1|AU238335,gi|86036066|gb|DR331819.1|DR331819,gi|86036067|gb|DR331820.1|DR331820	orient(a+/s+) align: 10259(1)-10369(111)>GT....AG<10807(112)-10935(240)>GT....AG<11124(241)-11268(385)>GT....AG<11370(386)-11427(443)>GT....AG<11604(444)-11646(486)>GT....AG<11969(487)-12017(535)>GT....AG<12095(536)-12178(619)>GT....AG<12284(620)-13279(1615)
gi|rev68713	391	asmbl_504	gi|8694604|gb|AV534321.1|AV534321,c282_g0_i1,c860_g0_i1,gi|21407846|gb|AY089072.1|,c7219_g0_i1,gi|8703392|gb|AV541633.1|AV541633,gi|19875210|gb|AU236041.1|AU236041,gi|19741485|gb|AU226838.1|AU226838,gi|85897665|gb|DR218623.1|DR218623,gi|85897667|gb|DR218625.1|DR218625,gi|85897670|gb|DR218628.1|DR218628,c6939_g0_i1,c6999_g0_i1,c1053_g0_i1,c5071_g0_i1,c5076_g0_i1,c5072_g0_i1,c5073_g0_i1,c5074_g0_i1,c5075_g0_i1,c6668_g0_i1,gi|85897666|gb|DR218624.1|DR218624,gi|85897668|gb|DR218626.1|DR218626,gi|85897669|gb|DR218627.1|DR218627,gi|86078405|gb|DR374162.1|DR374162,gi|8738466|gb|AV567012.1|AV567012	orient(a-/s-) align: 13479(975)-13785(669)>CT....AC<13872(668)-14228(312)>CT....AC<14306(311)-14363(254)>CT....AC<14454(253)-14553(154)>CT....AC<14701(153)-14853(1)
gi|rev68713	391	asmbl_505	c2041_g0_i1,gi|45680318|gb|BT012008.1|	orient(a-/s-) align: 13950(285)-13957(278)>CT....AC<14149(277)-14228(198)>CT....AC<14306(197)-14363(140)>CT....AC<14454(139)-14553(40)>CT....AC<14701(39)-14739(1)
gi|rev68713	392	asmbl_506	c4819_g0_i1,gi|85878710|gb|DR199668.1|DR199668,gi|85878709|gb|DR199667.1|DR199667,gi|85878711|gb|DR199669.1|DR199669,gi|85878712|gb|DR199670.1|DR199670,c4817_g0_i1,c4818_g0_i1,c4820_g0_i1	orient(a+/s+) align: 16142(1)-16444(303)>GT....AG<16825(304)-17020(499)
gi|rev68713	393	asmbl_507	gi|86059165|gb|DR354922.1|DR354922,c639_g0_i1,c957_g0_i1,gi|19855945|gb|AV814165.1|AV814165,gi|20466585|gb|AY099759.1|,c6473_g0_i1,c6984_g0_i1,gi|8701219|gb|AV539462.1|AV539462	orient(a-/s-) align: 17323(2678)-17686(2315)>CT....AC<17770(2314)-18004(2080)>CT....AC<18103(2079)-18617(1565)>CT....AC<18704(1564)-19025(1243)>CT....AC<19122(1242)-19214(1150)>CT....AC<19296(1149)-19381(1064)>CT....AC<19479(1063)-19534(1008)>CT....AC<19639(1007)-19898(748)>CT....AC<19985(747)-20070(662)>CT....AC<20227(661)-20275(613)>CT....AC<20365(612)-20431(546)>CT....AC<20592(545)-20707(430)>CT....AC<20789(429)-20855(363)>CT....AC<21011(362)-21099(274)>CT....AC<21267(273)-21539(1)
gi|rev68713	394	asmbl_508	c801_g0_i1,gi|19837286|gb|AV803301.1|AV803301,gi|19870968|gb|AV828908.1|AV828908,gi|18086348|gb|AY064984.1|,c545_g0_i1,c228_g0_i1	orient(a+/s?) align: 21681(1)-23895(2215)
gi|rev68713	395	asmbl_509	gi|86003345|gb|DR299084.1|DR299084,gi|21407737|gb|AY088963.1|,c6014_g0_i1,gi|19742364|gb|AU227717.1|AU227717,gi|86003343|gb|DR299082.1|DR299082,gi|86083925|gb|DR379684.1|DR379684,gi|28393256|gb|BT004021.1|,gi|28827477|gb|BT005050.1|,c6016_g0_i1,c6736_g0_i1,c1050_g0_i1,c1332_g0_i1,c250_g0_i1,c297_g0_i1,c1340_g0_i1,c6013_g0_i1,c6015_g0_i1,c7244_g0_i1,c872_g0_i1,gi|1890314|emb|Y11790.1|ATP25A,gi|19875912|gb|AU236743.1|AU236743,gi|86003342|gb|DR299081.1|DR299081,gi|86003344|gb|DR299083.1|DR299083,gi|935247|gb|T76229.1|T76229	orient(a+/s+) align: 25883(1)-26208(326)>GT....AG<26292(327)-26483(518)>GT....AG<26555(519)-27199(1163)
gi|rev68713	396	asmbl_510	gi|85994743|gb|DR290482.1|DR290482,gi|85994751|gb|DR290490.1|DR290490,gi|85994756|gb|DR290495.1|DR290495,gi|85994767|gb|DR290506.1|DR290506,gi|85994775|gb|DR290514.1|DR290514,gi|85994778|gb|DR290517.1|DR290517,gi|85994783|gb|DR290522.1|DR290522,gi|85994791|gb|DR290530.1|DR290530,gi|85994802|gb|DR290541.1|DR290541,gi|85994815|gb|DR290554.1|DR290554,gi|86082162|gb|DR377921.1|DR377921,c621_g0_i1,c1782_g0_i1,c5807_g0_i1,c5810_g0_i1,c5815_g0_i1,c5818_g0_i1,c5823_g0_i1,c5826_g0_i1,c5831_g0_i1,c5834_g0_i1,c5839_g0_i1,c5842_g0_i1,c5847_g0_i1,c5850_g0_i1,c5858_g0_i1,c5863_g0_i1,c5866_g0_i1,gi|49293132|gb|BP641662.1|BP641662,gi|49296941|gb|BP645471.1|BP645471,gi|59878529|gb|BP825343.1|BP825343,gi|59899606|gb|BP838635.1|BP838635,gi|85994742|gb|DR290481.1|DR290481,gi|85994745|gb|DR290484.1|DR290484,gi|85994746|gb|DR290485.1|DR290485,gi|85994749|gb|DR290488.1|DR290488,gi|85994750|gb|DR290489.1|DR290489,gi|85994752|gb|DR290491.1|DR290491,gi|85994753|gb|DR290492.1|DR290492,gi|85994754|gb|DR290493.1|DR290493,gi|85994755|gb|DR290494.1|DR290494,gi|85994757|gb|DR290496.1|DR290496,gi|85994760|gb|DR290499.1|DR290499,gi|85994761|gb|DR290500.1|DR290500,gi|85994762|gb|DR290501.1|DR290501,gi|85994763|gb|DR290502.1|DR290502,gi|85994765|gb|DR290504.1|DR290504,gi|85994766|gb|DR290505.1|DR290505,gi|85994770|gb|DR290509.1|DR290509,gi|85994772|gb|DR290511.1|DR290511,gi|85994773|gb|DR290512.1|DR290512,gi|85994777|gb|DR290516.1|DR290516,gi|85994781|gb|DR290520.1|DR290520,gi|85994789|gb|DR290528.1|DR290528,gi|85994790|gb|DR290529.1|DR290529,gi|85994792|gb|DR290531.1|DR290531,gi|85994797|gb|DR290536.1|DR290536,gi|85994798|gb|DR290537.1|DR290537,gi|85994800|gb|DR290539.1|DR290539,gi|85994803|gb|DR290542.1|DR290542,gi|85994804|gb|DR290543.1|DR290543,gi|85994805|gb|DR290544.1|DR290544,gi|85994808|gb|DR290547.1|DR290547,gi|85994811|gb|DR290550.1|DR290550,gi|85994814|gb|DR290553.1|DR290553,gi|19845997|gb|AV812012.1|AV812012,gi|86080415|gb|DR376172.1|DR376172,gi|86081940|gb|DR377699.1|DR377699,gi|21406500|gb|AY087762.1|,gi|42455329|emb|BX842098.1|CNS09Y91,gi|42467091|emb|BX821088.1|CNS0A869,gi|42467812|emb|BX821917.1|CNS0A8E0,gi|42467829|emb|BX822028.1|CNS0A8D9,gi|49278917|gb|BP627665.1|BP627665,gi|49300942|gb|BP649472.1|BP649472,gi|49309829|gb|BP658359.1|BP658359,gi|49314828|gb|BP663358.1|BP663358,gi|59850885|gb|BP814798.1|BP814798,gi|59854305|gb|BP818205.1|BP818205,gi|59900083|gb|BP839112.1|BP839112,gi|59906120|gb|BP845147.1|BP845147,gi|59918534|gb|BP857561.1|BP857561,c5803_g0_i1,c5804_g0_i1,c5806_g0_i1,c5811_g0_i1,c5812_g0_i1,c5813_g0_i1,c5814_g0_i1,c5816_g0_i1,c5817_g0_i1,c5821_g0_i1,c5822_g0_i1,c5824_g0_i1,c5827_g0_i1,c5828_g0_i1,c5833_g0_i1,c5836_g0_i1,c5838_g0_i1,c5844_g0_i1,c5851_g0_i1,c5852_g0_i1,c5853_g0_i1,c5859_g0_i1,c5861_g0_i1,c5864_g0_i1,c5865_g0_i1,c5869_g0_i1,c5872_g0_i1,c5875_g0_i1,c5876_g0_i1,c6693_g0_i1,c6713_g0_i1,c6716_g0_i1,c1035_g0_i1,c1113_g0_i1,c168_g0_i1,c1684_g0_i1,c1743_g0_i1,c1784_g0_i1,c2747_g0_i1,c2866_g0_i1,c2891_g0_i1,c2927_g0_i1,c2996_g0_i1,c3038_g0_i1,c3754_g0_i1,c3789_g0_i1,c3846_g0_i1,c3962_g0_i1,c3968_g0_i1,c4015_g0_i1,c4112_g0_i1,c2052_g0_i1,c3041_g0_i1,c3086_g0_i1,c3772_g0_i1,c5802_g0_i1,c5805_g0_i1,c5808_g0_i1,c5809_g0_i1,c5819_g0_i1,c5820_g0_i1,c5825_g0_i1,c5829_g0_i1,c5830_g0_i1,c5832_g0_i1,c5841_g0_i1,c5843_g0_i1,c5845_g0_i1,c5846_g0_i1,c5848_g0_i1,c5849_g0_i1,c5854_g0_i1,c5855_g0_i1,c5856_g0_i1,c5860_g0_i1,c5862_g0_i1,c5867_g0_i1,c5870_g0_i1,c5871_g0_i1,c5873_g0_i1,gi|16226377|gb|AF428383.1|AF428383,gi|23505760|gb|AY143801.1|,gi|46368031|gb|CF773063.1|CF773063,gi|49315041|gb|BP663571.1|BP663571,gi|49319979|gb|BP668476.1|BP668476,gi|59852829|gb|BP816742.1|BP816742,gi|85994741|gb|DR290480.1|DR290480,gi|85994744|gb|DR290483.1|DR290483,gi|85994747|gb|DR290486.1|DR290486,gi|85994748|gb|DR290487.1|DR290487,gi|85994758|gb|DR290497.1|DR290497,gi|85994759|gb|DR290498.1|DR290498,gi|85994764|gb|DR290503.1|DR290503,gi|85994768|gb|DR290507.1|DR290507,gi|85994769|gb|DR290508.1|DR290508,gi|85994771|gb|DR290510.1|DR290510,gi|85994780|gb|DR290519.1|DR290519,gi|85994782|gb|DR290521.1|DR290521,gi|85994784|gb|DR290523.1|DR290523,gi|85994785|gb|DR290524.1|DR290524,gi|85994786|gb|DR290525.1|DR290525,gi|85994787|gb|DR290526.1|DR290526,gi|85994788|gb|DR290527.1|DR290527,gi|85994793|gb|DR290532.1|DR290532,gi|85994794|gb|DR290533.1|DR290533,gi|85994795|gb|DR290534.1|DR290534,gi|85994799|gb|DR290538.1|DR290538,gi|85994801|gb|DR290540.1|DR290540,gi|85994806|gb|DR290545.1|DR290545,gi|85994809|gb|DR290548.1|DR290548,gi|85994810|gb|DR290549.1|DR290549,gi|85994812|gb|DR290551.1|DR290551	orient(a+/s+) align: 27600(1)-27652(53)>GT....AG<27737(54)-28199(516)
gi|rev68713	396	asmbl_511	gi|85994807|gb|DR290546.1|DR290546,c621_g0_i1,c5874_g0_i1,c6766_g0_i1,gi|85994774|gb|DR290513.1|DR290513,gi|85994776|gb|DR290515.1|DR290515,gi|85994779|gb|DR290518.1|DR290518,gi|85994813|gb|DR290552.1|DR290552,gi|19845997|gb|AV812012.1|AV812012,gi|86086740|gb|DR382499.1|DR382499,gi|42455329|emb|BX842098.1|CNS09Y91,gi|49278917|gb|BP627665.1|BP627665,gi|49300942|gb|BP649472.1|BP649472,gi|49309829|gb|BP658359.1|BP658359,gi|49314828|gb|BP663358.1|BP663358,c5835_g0_i1,c5837_g0_i1,c5840_g0_i1,c5868_g0_i1,c1113_g0_i1,c1684_g0_i1,c2747_g0_i1,c2927_g0_i1,c2996_g0_i1,c3038_g0_i1,c3041_g0_i1,c5857_g0_i1,gi|23505760|gb|AY143801.1|,gi|49315041|gb|BP663571.1|BP663571,gi|85994796|gb|DR290535.1|DR290535	orient(a+/s+) align: 27603(1)-27652(50)>GT....AG<27740(51)-28171(482)
